station_id,lat,lon,elev,state,name,gsn_flag,hcn/crn_flag,wmo_id
US1TXBRT011,30.6483,-98.3503,306.3,TX,GRANITE SHOALS 4.6 NNE,,,
US1TXBRT012,30.5185,-98.1468,255.4,TX,MARBLE FALLS 8.6 ESE,,,
US1TXBRT013,30.5995,-98.3976,253.9,TX,HIGHLAND HAVEN 1.3 SW,,,
US1TXBRT014,30.8588,-98.4125,314.9,TX,BUCHANAN DAM 7.3 N,,,
US1TXBRT016,30.6716,-98.3543,409.0,TX,MARBLE FALLS 7.8 NW,,,
US1TXBRT017,30.768,-98.2998,379.8,TX,BURNET 4.2 W,,,
US1TXBRT022,30.74,-98.21,409.7,TX,BURNET 1.9 SE,,,
US1TXBRT023,30.5641,-98.2716,271.0,TX,MARBLE FALLS 1.1 S,,,
US1TXBRT025,30.4497,-98.1546,288.3,TX,SPICEWOOD 2.5 SW,,,
US1TXBRT029,30.7851,-98.0661,380.4,TX,BERTRAM 2.9 N,,,
US1TXBRT030,30.8536,-97.9744,352.7,TX,BERTRAM 9.0 NNE,,,
US1TXBRT031,30.6601,-98.3059,317.9,TX,MARBLE FALLS 5.8 NNW,,,
US1TXBRT033,30.7094,-98.1191,409.3,TX,OATMEAL 1.7 WNW,,,
US1TXBRT034,30.6146,-98.3134,276.1,TX,MARBLE FALLS 3.4 NW,,,
US1TXBRT036,30.495,-98.1845,246.9,TX,SPICEWOOD 2.2 NW,,,
US1TXBRT037,30.7395,-98.3655,282.5,TX,BURNET 8.2 W,,,
US1TXBRT038,30.505,-98.2267,282.5,TX,SPICEWOOD 4.2 WNW,,,
US1TXBRT040,30.7826,-98.3301,378.9,TX,BURNET 6.1 WNW,,,
US1TXBRT043,30.5618,-98.2881,242.3,TX,MEADOWLAKES 0.4 ESE,,,
US1TXBRT045,30.5652,-98.272,256.0,TX,MARBLE FALLS 1.0 S,,,
US1TXBRT046,30.4589,-98.1176,251.8,TX,SPICEWOOD 2.6 ESE,,,
US1TXBRT047,30.6277,-98.4154,253.9,TX,KINGSLAND 3.4 SE,,,
US1TXBRT048,30.8144,-98.2392,460.2,TX,BURNET 3.7 N,,,
US1TXBRT049,30.7131,-98.3947,272.8,TX,BURNET 10.3 WSW,,,
US1TXBRT050,30.7664,-98.1919,445.3,TX,BURNET 2.3 E,,,
US1TXBRT051,30.6232,-98.1046,347.5,TX,BERTRAM 8.8 SSW,,,
US1TXBRT052,30.9217,-98.1331,357.8,TX,LAMPASAS 10.2 SSE,,,
US1TXBRT053,30.5852,-98.3572,266.7,TX,GRANITE SHOALS 1.6 E,,,
US1TXBRT054,30.5793,-98.2791,234.7,TX,MARBLE FALLS 0.4 W,,,
US1TXBRT055,30.5944,-98.2561,296.6,TX,MARBLE FALLS 1.4 NE,,,
US1TXBRT056,30.6149,-98.0877,346.9,TX,BERTRAM 9.1 SSW,,,
US1TXBRT057,30.8476,-98.3773,402.0,TX,BURNET 10.6 NW,,,
US1TXBRT058,30.7401,-98.323,389.2,TX,BURNET 5.7 WSW,,,
US1TXBRT060,30.9426,-97.9054,316.7,TX,BRIGGS 3.9 NNE,,,
US1TXBRT062,30.4824,-98.1147,245.4,TX,SPICEWOOD 2.5 ENE,,,
US1TXBRT063,30.5634,-98.2986,247.2,TX,MEADOWLAKES 0.2 W,,,
US1TXBRT064,30.6564,-98.2972,301.8,TX,MARBLE FALLS 5.5 NNW,,,
US1TXBRT065,30.5766,-98.381,256.9,TX,GRANITE SHOALS 0.9 S,,,
US1TXBRT069,30.5689,-98.2936,243.5,TX,MEADOWLAKES 0.4 NNE,,,
US1TXBRT072,30.5543,-98.255,236.8,TX,MARBLE FALLS 2.0 SSE,,,
US1TXBRT073,30.8207,-98.0436,358.4,TX,BERTRAM 5.3 N,,,
US1TXBRT075,30.71,-98.0101,342.3,TX,BERTRAM 3.7 SE,,,
US1TXBRT077,30.828,-98.347,341.4,TX,BURNET 8.4 WNW,,,
US1TXBRT079,30.5654,-98.2935,246.3,TX,MEADOWLAKES 0.2 NE,,,
US1TXBRT080,30.85,-98.3773,404.8,TX,BURNET 10.7 NW,,,
US1TXBRT081,30.7726,-98.2748,484.9,TX,BURNET 2.8 WNW,,,
US1TXBRT086,30.5552,-98.2955,230.4,TX,MARBLE FALLS 2.2 SW,,,
US1TXBRT087,30.5697,-98.2195,217.9,TX,MARBLE FALLS 3.2 ESE,,,
US1TXBRT090,30.8546,-97.9661,356.3,TX,BERTRAM 9.4 NE,,,
US1TXBRT093,30.8014,-98.2053,426.1,TX,BURNET 3.1 NNE,,,
US1TXBRT096,30.7042,-98.3533,384.7,TX,BURNET 8.3 WSW,,,
US1TXBRT098,30.6349,-98.3294,291.7,TX,MARBLE FALLS 5.1 NW,,,
US1TXBRT099,30.5791,-98.3699,252.1,TX,GRANITE SHOALS 1.1 SE,,,
US1TXBRT100,30.7724,-98.2125,426.1,TX,BURNET 1.3 NE,,,
US1TXBRT101,30.564,-98.3016,243.2,TX,MEADOWLAKES 0.4 W,,,
US1TXBRT104,30.8344,-98.3458,308.8,TX,BURNET 8.5 NW,,,
US1TXBRT106,30.5591,-98.3011,236.2,TX,MEADOWLAKES 0.4 SW,,,
US1TXBRT107,30.7523,-98.3964,285.9,TX,BURNET 9.9 W,,,
US1TXBRT111,30.5632,-98.2835,232.6,TX,MARBLE FALLS 1.3 SSW,,,
US1TXBRT118,30.757,-98.2608,420.0,TX,BURNET 1.9 W,,,
US1TXBRT120,30.8297,-98.2567,470.0,TX,BURNET 5.0 NNW,,,
US1TXBRT121,30.8908,-98.2464,467.0,TX,BURNET 9.0 N,,,
US1TXBRT122,30.7689,-98.2757,480.4,TX,BURNET 2.8 W,,,
US1TXBRT123,30.6045,-98.1909,283.5,TX,MARBLE FALLS 5.1 ENE,,,
US1TXBRZ012,29.1602,-95.7205,5.8,TX,WEST COLUMBIA 4.6 WNW,,,
US1TXBRZ013,29.5394,-95.2462,13.7,TX,PEARLAND 2.1 ESE,,,
US1TXBRZ017,29.3912,-95.2353,11.3,TX,ALVIN 2.9 SSE,,,
US1TXBRZ018,29.4176,-95.2673,13.1,TX,ALVIN 1.6 SW,,,
US1TXBRZ020,29.0296,-95.451,3.0,TX,LAKE JACKSON 0.9 SSW,,,
US1TXBRZ021,29.1696,-95.4068,7.3,TX,ANGLETON 1.3 E,,,
US1TXBRZ025,29.5478,-95.3485,16.8,TX,PEARLAND 4.4 W,,,
US1TXBRZ027,29.0269,-95.4337,3.4,TX,LAKE JACKSON 1.3 SE,,,
US1TXBRZ032,29.043,-95.4202,4.9,TX,LAKE JACKSON 1.6 E,,,
US1TXBRZ036,29.5483,-95.3984,19.5,TX,PEARLAND 7.4 W,,,
US1TXBRZ037,29.4319,-95.3658,12.2,TX,MANVEL 3.6 S,,,
US1TXBSQ002,32.1113,-97.5753,234.7,TX,KOPPERL 5.2 WNW,,,
US1TXBSQ003,32.1242,-97.5976,230.1,TX,KOPPERL 6.7 NW,,,
US1TXBSQ004,31.8288,-97.8234,307.8,TX,MERIDIAN 12.3 WSW,,,
US1TXBSQ008,31.7342,-97.563,233.5,TX,CLIFTON 3.4 SSE,,,
US1TXBSQ009,32.063,-97.547,199.9,TX,MORGAN 4.7 NE,,,
US1TXBSQ013,31.7623,-97.6421,260.0,TX,CLIFTON 3.9 WSW,,,
US1TXBST001,30.3945,-97.3451,166.7,TX,ELGIN 3.5 NNE,,,
US1TXBST002,30.3019,-97.3258,160.9,TX,ELGIN 4.3 SE,,,
US1TXBST004,30.0668,-97.2646,143.0,TX,BASTROP 4.0 SE,,,
US1TXBST006,30.1889,-97.2073,147.8,TX,CIRCLE D-KC ESTATES 2.4 NE,,,
US1TXBST007,30.1306,-97.3025,134.1,TX,BASTROP 1.2 N,,,
US1TXBST009,30.0939,-97.2003,147.5,TX,SMITHVILLE 6.5 NNW,,,
US1TXBST011,30.0116,-97.1518,104.9,TX,SMITHVILLE 0.4 NE,,,
US1TXBST012,29.8608,-97.3942,162.2,TX,ROSANKY 2.8 WNW,,,
US1TXBST015,30.0721,-97.2697,126.5,TX,BASTROP 3.5 SE,,,
US1TXBST017,30.0287,-97.5496,178.9,TX,WYLDWOOD 8.3 SSW,,,
US1TXBST019,30.2154,-97.3284,128.0,TX,BASTROP 7.2 N,,,
